session,unit,n,mrl,pref,p,cell_type,significant
Gatsby,28,2121,0.2027253913803269,-2.5692553389265007,6.788549315885743e-39,excitatory,True
Gatsby,29,6530,0.10358466405860182,-2.6182600553953495,3.1016694922186684e-31,excitatory,True
Gatsby,30,1778,0.15428661806376698,2.9543279331735155,3.2666173631823783e-19,excitatory,True
Gatsby,31,4434,0.13661106391198344,-2.663346877461193,7.965940202966556e-37,excitatory,True
Gatsby,32,72,0.16968385891644863,-2.8022699281178127,0.1257336250619704,excitatory,False
Gatsby,33,7287,0.10177915040576554,-2.628635785736579,1.3620706039136411e-33,excitatory,True
Gatsby,34,151,0.24559269175104181,-2.69680230368134,9.919217962325099e-05,excitatory,True
Gatsby,35,26805,0.162723975876589,-2.6944619781947985,4.0602432226060485e-308,inhibitory,True
Gatsby,36,30,0.16583625439305721,-3.1340714942306125,0.4418064519270033,excitatory,False
Gatsby,37,1410,0.21250580492995605,-1.9673814783963475,1.1751340433038762e-28,excitatory,True
Gatsby,38,416,0.17108286416737387,-2.2653364844317543,4.777003665383056e-06,excitatory,True
Gatsby,39,201,0.13106794801566776,-2.7160901327300273,0.031453950036207004,excitatory,True
Gatsby,40,450,0.10621352666955067,-3.118472763674182,0.006186921310566418,excitatory,True
