session,unit,n_cooled,n_normal,rate_cooled,rate_normal,mrl_cooled_matched,mrl_normal_matched,mrl_cooled,mrl_normal,pref_cooled,pref_normal,rayleigh_p_cooled
Peter-MS21-180629-110332-concat,1271,1354,3413,3.7638082456449173,3.182961781843082,0.2756959751037872,0.13230852853962238,0.2751881779331949,0.08845624881049899,3.389241536531606,3.4087516142490895,2.4387470778857148e-45
Peter-MS21-180629-110332-concat,1279,515,837,1.431581422826538,0.7805857050696337,0.11758185433203523,0.13217317473631593,0.11373611746428461,0.12451458758799974,4.329279185142237,4.137932378925394,0.0012593372952409995
Peter-MS21-180629-110332-concat,1287,414,906,1.1508246777673528,0.8449350642689224,0.12704578002653028,0.09065875377979551,0.12878526630126425,0.07278959889823028,4.274892187103466,3.8893848528330217,0.0010211646988842302
Peter-MS21-180629-110332-concat,1347,1459,4377,4.055684069716348,4.081987611815754,0.252079539941462,0.13544793344976355,0.25207509665844074,0.14508571387302044,3.318655793020336,3.42276803973852,2.9871528817716457e-41
Peter-MS21-180629-110332-concat,1373,351,1065,0.9756991833244948,0.9932183702498922,0.16271271893991404,0.10331666659627012,0.16358607067731548,0.08548954244922241,4.189143095700427,3.4875824126140746,7.923619718969727e-05
Peter-MS21-180629-110332-concat,1385,269,1429,0.7477580635734732,1.3326845550113577,0.11770764444344113,0.07582928609130844,0.11770764444344117,0.04642608761910632,2.960360460449504,4.004560479989308,0.023919985205467353
Peter-MS21-180629-110332-concat,1391,4105,7969,11.410954836316385,7.431884687813513,0.20127786184999924,0.09420260135666023,0.19865362443667078,0.12028587355026014,4.430214652306196,4.241271945364915,2.798998601599138e-71
Peter-MS21-180629-110332-concat,1393,398,977,1.106348361718373,0.9111496222855819,0.059469325362187464,0.1238008565450435,0.06672949799729369,0.09365463209993005,4.320832329223784,4.703774399072929,0.1699977032701163
Peter-MS21-180629-110332-concat,1422,941,2182,2.6157633376306255,2.0349319097514225,0.09625561215528736,0.05284393154276379,0.09538062718355138,0.029261973866581886,3.140471389895911,5.475272540953123,0.00018863299238774985
Peter-MS21-180629-110332-concat,1424,237,2047,0.6588054314755136,1.9090309895789008,0.19085393520762808,0.13552053369646228,0.1908539352076281,0.10491649206016837,4.166423860175749,4.027021021212536,0.0001675256143219706
Peter-MS21-180629-110332-concat,1443,911,2456,2.5323702450387886,2.290464147731207,0.12607931966372024,0.07647786733308462,0.12782021898570967,0.08716650807369841,4.653579978197029,4.8771958846944985,3.257895210878666e-07
Peter-MS21-180629-110332-concat,1459,714,1791,1.9847556036857243,1.6702855409554527,0.16867403208081622,0.0954912508284145,0.16984477511639792,0.09811482367516532,5.1499262900697556,5.2449561393619515,9.902947889567773e-10
Peter-MS21-180629-110332-concat,1475,1080,3820,3.002151333306138,3.5625297411780172,0.1265977244908219,0.13071177170314222,0.12659772449082193,0.1001430466049283,5.426233791902928,5.101370656491154,2.8567129083480108e-08
Peter-MS21-180629-110332-concat,1498,546,1334,1.5177542851714363,1.24408761118625,0.13149892151862425,0.08020379892127893,0.13293997187693027,0.07460301049533812,4.226432109826975,4.58775796487355,6.229704082666634e-05
Peter-MS21-180629-110332-concat,1548,376,3073,1.0451934271510257,2.8658779828900647,0.1376671051045848,0.07238837356749846,0.1376671051045848,0.07886893389000192,4.510348649245434,4.166998081110613,0.0007844167544961447
Peter-MS21-180629-110332-concat,1582,1011,3375,2.8103472203449122,3.147523004313039,0.14368025284834365,0.039832747187179704,0.1435095907296123,0.025214945767084548,5.84805588127764,4.780484605454507,8.218279654188913e-10
Peter-MS21-180629-110332-concat,1632,200,827,0.5559539506122477,0.7712597109827801,0.19428016625444572,0.0968574875075254,0.19428016625444566,0.08913770230683155,4.310822317284965,4.746248613162761,0.0004992600325136276
